,Comment.1,AustralianSuperMainFund,polarity,subjectivity
8726,Too high fees and expensive insurance rates. Decent if you constantly earn in the account.,5.0,-0.04,0.56
8727,Technology much better with other providers,5.0,0.19,0.44
8729,"Low fees, pretty good returns, large",9.0,0.29,0.58
8730,Returns are okay,7.0,0.5,0.5
8731,Ease of use,10.0,0.0,0.0
8732,"No issues, just that I haven't really looking into super funds all that much.",8.0,0.24,0.36
8733,"Some costs are to dear. Eg, Admin and Insurance cost.",5.0,0.0,0.0
8734,No dramas with Australian Super.,8.0,0.17,0.33
8735,I trust AustalianSuper & believe you have the best interest to enhance my quality of living during retirement. This is a good feeling & i want to share this with others.,10.0,0.85,0.45
8736,Good service,8.0,0.7,0.6
8738,"Good returns, easy to deal with, all profits go back to members not shareholders",10.0,0.38,0.48
8739,"Just another industry super fund, what do you offer other than buy us because we are cheap? This is the same thing that other industry super funds say",6.0,0.14,0.48
8741,Performance track record.,10.0,0.0,0.0
8742,I had been here for quite a long time,9.0,-0.05,0.4
8743,"Solid performance, REASONABLY environmentally friendly.",9.0,0.19,0.4
8744,"Good returns. Variety of investment options. Excellent website reporting earnings of each option. Ease of switching between investing options, and especially no switching fees.",10.0,0.57,0.87
8745,Would like more one on one contact,4.0,0.5,0.5
8747,low fee good earn,9.0,0.35,0.45
8749,Because it is an industry super fund,7.0,0.33,0.67
8750,no,5.0,0.0,0.0
8752,It is ok,5.0,0.5,0.5
8754,A. You produce the results I want B. Your enquires/service department is second to none c. You're nice,9.0,0.3,0.5
8755,Low fees and good returns,8.0,0.35,0.45
8757,Seem to manage funds competently and honestly; good communicators. Seems trustworthy.,8.0,0.6,0.63
8758,"Returns appear somewhat better than average, however had to deduct points for the annual $500 bill on my Member Direct account - far too expensive. I get a free trading account at CBA, and only pay for transactions - and the connect into free Morning Star data - its great - I'd love to know what my $500 is paying for - its killing my returns. I don't do research in my super portal, I just use it to buy stock with my super funds when I decide on something - i'd rather not pay for the UBS data thing...",7.0,0.23,0.69
8759,"easy to deal with, with good return",9.0,0.57,0.72
8760,Because they deserve it.,9.0,0.0,0.0
8761,"More expensive than I would hope, but still providing me with a good solid growth of my super.",8.0,0.21,0.51
8762,Know id,10.0,0.0,0.0
8763,Totally confident with the management and overall performance of AS,10.0,0.25,0.42
8764,Do not know much about my super account,7.0,0.27,0.43
8765,It has reasonable returns,6.0,0.2,0.6
8767,Because,6.0,0.0,0.0
8768,"appears to be going well,regular contact.newsletter are interesting.returns appear average or above",8.0,-0.07,0.25
8769,Pretty good performance over time; on-line info is fairly reliable.,8.0,0.55,0.83
8770,Low cost fees,10.0,0.0,0.3
8771,Never recommend anything to anyone,0.0,0.0,0.0
8772,My funds are heading in the right direction,8.0,0.29,0.54
8773,I've had good returns,9.0,0.7,0.6
8775,one of the best performing funds,7.0,1.0,0.3
8776,It provides good service,8.0,0.7,0.6
8777,I been with them for last 10 year,10.0,0.0,0.07
8778,Member direct function mimicked smsf for those not large enough to absorb set up and running cost of an smsf,8.0,-0.0,0.44
8779,Because it's easy,10.0,0.43,0.83
8780,I have had no problems with Australian Super,10.0,0.17,0.33
8781,Good,10.0,0.7,0.6
8782,reasonable return; low fees & easy to use online,7.0,0.21,0.58
8783,Industry fund,9.0,0.0,0.0
8784,I have enjoyed my time with AustralianSuper in every way. My other 3 funds were transferred to me after my wife died in 2914.,10.0,0.19,0.54
8786,"Great website, good app, easy to access information, low fees, decent insurance premiums",8.0,0.42,0.63
8787,"low costs, good results",9.0,0.35,0.45
8788,neutral,5.0,0.0,0.0
8789,Australian Super is very beneficial,10.0,0.18,0.32
8790,Rheyve done alright for me over the years,7.0,0.0,0.0
8791,Value,9.0,0.0,0.0
8792,Have been consistent. Not much contact,7.0,0.07,0.23
8793,i don't need to explain. Please let me move on to the next question or I'll stop now.,9.0,0.0,0.0
8794,good value for money,10.0,0.7,0.6
8795,Haven't been with them long enough to make a decision either way,5.0,-0.03,0.45
8796,"um,,,,don't know enough yet,,,,just started with you...",4.0,0.0,0.5
8797,Low cost is really the only reason I could recommend the fund. Beyond that I currently receive little additional benefit given my needs.,3.0,0.0,0.48
8798,It is an industry super fund & can be taken with you through any job changes,8.0,0.33,0.67
8799,Very happy with Australian super,10.0,0.44,0.56
8801,Its been good so far. Continual growth and competitive income and tpd protection,8.0,0.4,0.8
8802,Flexibility and results,10.0,0.0,0.0
8803,Always been very happy with them,10.0,1.0,1.0
8805,because i heard is good to invested money and really help you.,10.0,0.45,0.4
8806,Never speak about super with friends or family.,5.0,0.33,0.67
8808,"Low returns & then watching members returns wasted on sponsorship & advertising, not a fan but have no real options available",0.0,0.02,0.25
8809,Because of cost rating and claiming on employment insurance.,10.0,0.0,0.0
8810,Good returns minimal fees,7.0,0.3,0.6
8811,Because I have always had a great interaction with Australian Super,10.0,0.38,0.47
8812,I don't get excited by the results,6.0,0.38,0.75
8813,"Good investment returns, not for profit, low fees",10.0,0.35,0.45
8814,good returns,7.0,0.7,0.6
8816,"Returns on my super has been quite good, fees not too bad....maybe could be less & good customer service when I've called to enquiry about my super.",5.0,0.38,0.52
8819,"good overall value, easy online system",7.0,0.38,0.48
8820,N/a,5.0,0.0,0.0
8821,Low insurance cover,5.0,0.0,0.3
8822,"I have not had the account for very long, so do not feel able to give an informed recommendation to friends yet.",4.0,0.22,0.57
8823,"Easy, flexible, comprehensible",7.0,0.42,0.77
8824,Sound performance; well managed,7.0,0.4,0.4
8825,"No good or bad reason, hence neutral rating.",5.0,-0.52,0.63
8826,I'm satisfied,10.0,0.5,1.0
8828,"You don't deserve a 10, because your updates are very slow & poor. I had to find out about our investments overseas in shopping centres etc, from a little girl on TV ??? In fact,, I have no idea where the majority of my Aussie Investments & Overseas Investments are placed with. The website gives no info -- as in,, trust us !!!! I would rather KNOW !!",8.0,-0.5,0.54
8829,"Easy to manage, decent returns",7.0,0.3,0.75
8830,Good quality service and good returns,8.0,0.7,0.6
8831,"Good service, seems reliable. Negatively, AustSuper also seems expensive.",8.0,-0.03,0.57
8832,I am yet to see good returns,6.0,0.7,0.6
8833,"Overall good fund, but accuracy (how current the information is) of the website personal information lacking and website overall way too often in maintenance.",8.0,0.14,0.26
8834,"Good returns, not-for-profit",10.0,0.7,0.6
8835,"low fees, good service online, size of fund",8.0,0.35,0.45
8836,its a great fund with low fee's and very friendly staff,7.0,0.43,0.57
8837,The service I receive from aus super os the best I have encounter anywhere. Thank you.,10.0,0.67,0.48
8838,Not happy with how my cover was discontinued and i called to have it installed and it didnt happen than i got hurt at work,0.0,-0.4,1.0
8839,Good returns,7.0,0.7,0.6
8840,"It is the most genuine, the rewards are good and you are not wasting money with a so called financial advisor.",10.0,0.4,0.4
8841,It's a very good organized fund,10.0,0.91,0.78
8842,"Good performance over the long term, competitive fees, easy to use web site.",10.0,0.36,0.61
8843,Nothing extraordinary about Australian Super,5.0,0.22,0.56
8844,Industry Superfund,7.0,0.0,0.0
8846,Good service reasonable fees,7.0,0.45,0.6
8847,Reliable Not for profit Low fees,9.0,0.0,0.3
8848,becouse I am happy with the performants and fees of the Australian SuperFund,10.0,0.4,0.5
8849,I like that I can choose where my money goes,8.0,0.0,0.0
8850,Most people I know are with Australian Super,5.0,0.28,0.39
8851,all good,10.0,0.7,0.6
8852,Its good. No fees and performs well.,9.0,0.7,0.6
8853,Always keeps me up to date with statements,10.0,0.0,0.0
8855,Good for life,10.0,0.7,0.6
8856,I have been happy with the experience over a number of years.,10.0,0.8,1.0
8857,Seems to give good returns.,10.0,0.7,0.6
8860,.,6.0,0.0,0.0
8861,So far it has managed my super very well so I would recommend it to other people. Ps I have talked to other people and they have joined a/super,7.0,0.08,0.54
8862,because it works,9.0,0.0,0.0
8863,No support with application for income protection insurance,5.0,0.0,0.0
8864,"Had a horrible time getting my old super fund under GESB transferred over. Was probably a screw up from both sides, but AustralianSuper wasn't that helpful in chasing it up.",6.0,-0.19,0.62
8865,It doesn't come up in conversation .,0.0,0.0,0.0
8866,I do not know enough about Super Funds to recommend one over another,0.0,0.17,0.58
8867,Happy with results,7.0,0.8,1.0
8868,"Depends what you want from a super fund, i want control and choice and for my fund to get out of the way, thus AustSuper not so good for me.",5.0,0.52,0.63
8869,Because I felt like it,6.0,0.0,0.0
8870,"Good historical investment performance, reliable income payments, confidence in fund due to its size",10.0,0.19,0.33
8872,Neutral,5.0,0.0,0.0
8873,I hear horror stories about other funds and I've never heard or seen anything bad about Austrailan super,10.0,-0.16,0.57
8874,I am a very satisfied long term member,10.0,0.3,0.7
8875,....,1.0,0.0,0.0
8877,My money feels safe and I enjoy the returns.Also they do not charge me much on fees.,10.0,0.37,0.4
8878,If there wasn't charges on some enquires and alterations to accounts the rating would be higher,7.0,0.25,0.5
8879,I trust your investment methods and management,8.0,0.0,0.0
8880,Good industry fund. Consistent returns,8.0,0.47,0.43
8881,Fees and reputation,7.0,0.0,0.0
8882,AWU recommended,10.0,0.0,0.0
8883,X,7.0,0.0,0.0
8884,The sustained level of return compared to other funds,8.0,-0.12,0.38
8885,EASE OF JOINING AND POSITIVE RETURNS ABOVE AVERAGE,10.0,0.03,0.35
8886,Easy to use website and steady returns.,9.0,0.3,0.67
8887,Seems to get reasonable returns and good admin but honestly I haven't thought a lot about it - my employer put me there,7.0,0.5,0.7
8888,To hard to get money back when needed,0.0,-0.15,0.27
8889,Good returns. Good online tools.,8.0,0.7,0.6
8890,"Good return on investment, good service and prompt response to inquiries",10.0,0.7,0.6
8891,Because they are very helpful and friendly and your not waiting on the phone for very long,10.0,0.17,0.44
8892,Easy to access account and information regarding investments easy to understand. Able to change investment strategies based on information given. Fund appears to have solid investments.,8.0,0.34,0.6
8893,I prefer not to give a recommendation if I do not know the personal circumstances of the person.,4.0,0.0,0.3
8894,I think it's good,10.0,0.7,0.6
8895,Reasonably good overall offering with a decent likelihood of remaining above median over the long term.,7.0,0.16,0.35
8896,quality of service,8.0,0.0,0.0
8897,It works,8.0,0.0,0.0
8898,/,6.0,0.0,0.0
8899,happy,9.0,0.8,1.0
8900,"Good phone manner, helpfull, very friendly",10.0,0.59,0.62
8901,I have found the interaction to be friendly and helpful,8.0,0.38,0.5
8902,Excellent on-line service,9.0,1.0,1.0
8903,I don't know much about super,3.0,0.27,0.43
8904,Treated me fine,10.0,0.42,0.5
8905,good results,9.0,0.7,0.6
8906,So far your hassle free,7.0,0.25,0.9
8907,"Generally OK, Management wasting money on PC frovolity. Board of dubious value.",5.0,0.5,0.5
8908,Often the online access & details arent up to date. If you were a bank there would be major concerns over lack of data,4.0,0.06,0.5
8909,because i use this fund,8.0,0.0,0.0
8910,"Accross the board balance of security, reliabilty, performance, the large equity under management even with the volitility of the world economy, should be able to maitan stability in its performance, trust is the key here.",7.0,0.24,0.68
8911,.,8.0,0.0,0.0
8912,they know more than i do,6.0,0.5,0.5
8913,After two many time to fix my account still not right,3.0,0.18,0.52
8915,Transparency of information provided.,8.0,0.0,0.0
8916,i am happy,9.0,0.8,1.0
8918,The returns are good and you have the choice of chaning your investment easily,7.0,0.57,0.72
